ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
500,8,8,7,6,5,7,7,8,5,7,7,5,0,0,9,8,0,9,0,0,0,9,7,0,0,8,0,7,0,0,0,7,6,6,9,7,7,7,0,9,7,0,0,7,0,6,7,7,8,6,6,0,6,7,8,7,0,0,9,9,9,0,9,9,6,0,0,0,0,5,9,6,7,5,6,8,7,6,7,5,7,8,6,0,6,0,7,8,7,6,0,6,7,0,9,7,0,0
501,7,8,7,7,6,9,8,9,8,9,5,0,0,0,6,7,8,9,6,0,0,9,8,0,9,0,0,7,9,0,5,6,7,6,8,7,0,0,0,7,8,0,0,7,7,0,9,0,9,6,9,6,0,6,7,9,6,0,5,5,6,0,8,7,7,0,0,0,5,7,7,5,7,5,0,7,7,6,5,5,8,5,7,0,7,0,9,9,8,5,0,0,5,7,7,7,8,0
502,9,6,4,5,7,7,4,9,6,3,3,5,7,5,8,7,6,6,5,5,5,6,5,5,5,5,5,8,7,5,8,7,7,7,5,5,5,5,5,6,6,5,5,6,5,8,5,5,6,5,5,5,5,4,5,5,5,5,8,6,6,5,8,8,6,7,5,8,5,5,8,5,7,6,7,5,7,7,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
503,7,9,9,9,9,9,9,9,9,9,3,9,5,0,9,9,9,9,9,0,0,9,9,0,7,9,0,7,3,3,0,9,9,9,9,9,0,0,9,9,9,0,0,9,9,0,0,9,9,9,9,9,0,9,9,9,8,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,0,9,9,9,0,9,0,9,9,9,1,9,9,0,9,9,0,9,7
504,9,9,7,9,5,9,9,9,9,9,5,6,0,0,7,9,0,9,0,0,0,9,0,0,0,9,0,6,0,0,0,6,9,9,9,0,0,0,0,9,9,0,0,6,0,0,8,8,9,0,0,0,0,7,7,3,5,0,8,7,7,3,5,4,0,0,3,7,0,0,6,0,9,8,0,6,7,0,0,6,9,7,5,0,5,0,8,7,6,0,0,0,5,0,7,5,5,0
505,8,7,7,7,6,6,6,9,9,9,6,6,6,5,8,8,6,3,5,5,5,9,6,6,7,6,6,8,8,8,6,7,8,8,9,7,8,5,8,9,8,5,5,7,5,4,7,5,7,8,8,8,8,7,7,7,7,5,7,7,8,5,7,7,6,8,6,7,7,5,8,7,8,4,7,7,7,6,7,7,8,9,8,6,8,8,9,9,8,8,5,6,4,5,7,6,6,5
506,6,8,7,7,7,0,7,9,8,8,0,0,7,0,8,8,7,8,6,0,0,8,8,0,6,6,0,6,0,0,0,6,6,6,7,8,0,0,8,8,6,0,0,8,8,6,6,0,8,6,6,6,7,7,9,8,8,9,9,9,9,0,9,9,7,8,0,9,6,0,9,8,9,9,6,9,8,8,7,9,8,9,6,0,6,6,9,9,7,7,7,7,6,6,7,6,7,6
507,9,7,6,6,6,0,6,9,7,7,7,0,0,0,5,6,0,8,7,0,0,7,0,0,0,0,0,8,8,7,0,5,5,5,9,0,0,0,7,9,0,0,0,0,0,0,0,0,8,0,0,0,0,4,7,7,8,0,8,7,0,0,9,4,0,6,0,0,0,0,9,0,5,5,0,8,8,0,7,7,7,7,0,0,0,0,7,7,0,0,0,0,0,0,6,0,6,0
508,7,9,9,9,8,0,7,9,9,8,9,7,0,0,5,7,9,9,9,9,7,9,9,8,5,7,9,9,7,8,8,8,7,9,7,9,8,9,6,6,9,5,8,8,8,7,6,9,8,6,7,8,5,7,8,9,9,0,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,5,9,9,9,8,9
509,6,9,5,5,5,0,5,9,7,9,6,0,0,0,9,9,9,6,0,0,0,9,6,0,9,9,0,7,7,0,0,6,7,6,7,8,9,8,3,9,9,0,9,6,0,9,9,0,9,9,9,7,0,7,9,9,9,0,9,9,9,0,7,9,9,8,7,9,9,4,5,5,9,8,5,6,9,9,9,9,7,9,6,0,9,0,7,9,9,9,6,0,9,0,4,9,5,0
510,9,7,5,5,0,0,5,9,9,9,9,9,0,0,5,7,7,7,0,0,0,1,0,0,0,0,0,9,0,0,0,3,0,0,9,7,0,0,0,7,0,0,0,9,0,0,9,0,7,0,0,0,0,7,7,9,7,0,5,9,9,0,9,7,0,0,0,0,0,0,9,0,7,7,7,7,9,7,9,9,9,7,0,0,0,0,7,7,0,3,0,7,7,0,5,0,0,0
511,9,7,6,0,5,7,7,9,9,7,6,6,7,0,9,9,4,9,9,0,0,9,4,0,5,7,0,9,7,7,7,7,7,7,7,7,0,0,9,9,9,0,0,9,9,0,7,0,9,0,9,0,6,7,9,9,0,0,9,9,9,0,9,9,7,5,0,6,5,5,9,0,7,5,6,9,9,5,6,6,8,9,6,0,7,5,9,9,9,6,6,0,7,5,7,7,5,0
512,7,9,9,9,5,7,9,9,9,8,7,0,0,0,7,9,7,8,6,0,0,9,7,0,8,9,0,7,7,0,0,6,7,7,8,8,0,0,0,9,7,0,0,7,8,0,9,0,7,0,0,0,7,8,9,8,7,0,6,7,9,0,7,8,8,0,0,8,6,6,7,6,8,8,0,8,8,7,9,0,9,9,8,0,9,8,8,7,7,0,0,7,6,0,8,7,9,0
513,9,8,0,0,0,0,0,9,8,9,0,0,0,0,8,9,0,9,6,0,0,9,7,0,0,0,0,7,0,0,0,7,9,7,9,8,0,0,0,7,7,0,0,8,0,0,8,0,7,0,0,0,0,7,9,7,0,0,7,9,9,0,9,9,0,0,0,0,7,0,9,7,7,7,0,6,6,7,0,7,9,9,7,0,7,0,8,9,9,0,0,6,6,0,8,7,7,0
514,9,7,5,5,5,5,5,8,9,6,3,3,0,0,7,7,5,7,0,0,0,7,5,0,8,7,0,9,0,7,0,6,7,5,7,0,0,0,0,8,0,0,0,7,6,0,0,0,8,8,8,0,0,6,8,9,0,0,8,8,8,0,9,8,0,6,0,0,0,0,8,0,8,0,0,7,8,0,0,5,5,8,0,0,6,0,8,8,6,5,0,0,0,0,7,0,5,0
515,7,7,7,7,7,6,7,8,6,6,4,4,4,4,8,9,5,7,3,0,0,9,9,9,9,5,3,9,9,9,9,5,0,0,0,8,9,9,0,9,9,0,0,9,0,0,9,0,5,0,0,0,0,7,9,9,0,0,0,9,9,0,9,9,0,7,0,0,0,0,7,0,7,7,0,7,7,9,9,9,9,7,9,0,0,0,9,9,9,9,0,0,0,0,9,7,0,7
516,9,9,9,9,9,9,9,9,9,9,7,5,5,0,9,9,9,9,7,0,8,9,9,0,9,9,0,6,7,7,5,5,5,7,9,9,7,0,9,7,9,0,9,9,7,0,7,5,8,7,9,7,7,7,9,7,9,0,7,9,9,0,9,9,7,9,0,9,8,9,7,5,9,9,0,9,9,5,5,0,9,9,7,0,9,0,9,9,9,9,0,0,9,5,7,0,9,9
517,9,7,7,5,5,6,7,6,6,7,6,6,9,0,7,7,7,7,7,0,0,9,9,0,8,9,0,8,7,8,7,7,7,7,7,8,7,0,7,7,0,0,0,8,7,7,7,0,5,5,5,5,6,7,9,9,9,0,9,9,9,0,8,9,6,7,0,7,7,6,9,7,7,7,7,7,7,0,8,0,9,9,9,0,9,0,8,9,9,9,7,0,7,5,7,7,7,0
518,9,9,6,7,5,0,7,9,9,9,7,0,0,0,9,9,7,9,0,0,0,9,7,0,0,9,0,7,7,0,0,9,8,8,9,0,0,0,7,9,0,0,0,9,0,0,8,0,9,0,0,0,9,9,9,9,9,0,6,9,7,0,9,9,9,9,0,9,7,0,9,9,9,9,0,9,9,9,8,9,9,9,9,0,8,0,9,9,9,9,0,0,0,7,0,9,9,0
519,7,5,5,5,5,5,5,6,5,5,6,5,6,0,5,5,5,5,5,0,0,7,5,0,6,0,0,6,5,7,6,5,5,5,5,5,5,0,0,7,6,0,0,5,5,5,5,5,6,5,5,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,6,6,5,7,5,5,5,5,7,5,5,0,5,5,7,6,5,5,5,5,5,5,7,5,6,0
520,7,8,9,8,9,0,6,9,8,8,9,0,0,0,7,9,5,7,7,0,8,8,8,0,0,0,0,7,8,7,0,7,7,7,8,8,0,0,8,8,0,0,0,7,0,0,8,0,7,0,7,0,0,9,9,6,8,8,9,9,9,0,9,7,7,0,0,7,8,5,9,7,9,9,7,7,8,8,5,9,9,8,7,0,8,0,7,7,8,0,0,7,8,0,8,0,9,0
521,7,9,9,5,6,0,7,9,7,7,6,9,0,0,8,8,8,9,9,0,0,9,9,0,0,9,0,7,5,5,5,7,7,7,7,8,0,0,7,9,7,0,0,7,0,0,0,0,7,7,0,7,0,9,9,9,9,0,9,7,7,0,9,9,9,3,7,7,3,7,9,0,7,7,9,9,9,0,7,7,7,9,0,0,0,0,9,9,8,3,0,7,7,0,7,5,7,0
522,7,6,6,0,0,0,6,5,5,7,0,0,0,0,7,7,0,5,5,0,0,7,0,0,0,6,0,4,0,0,0,7,7,7,5,8,7,0,0,9,9,0,0,3,0,0,5,0,6,7,0,8,0,4,3,5,6,7,7,9,9,0,7,6,0,7,0,0,0,0,7,6,0,0,6,7,7,8,8,8,6,7,6,0,7,0,7,8,0,0,0,0,6,0,9,9,8,0
523,8,9,6,5,3,7,6,9,8,6,4,4,0,0,5,6,4,7,3,0,5,9,8,5,9,8,4,7,7,5,0,4,4,3,4,5,4,4,6,7,7,6,8,7,5,4,8,0,8,8,8,6,0,8,7,7,6,0,8,0,5,0,8,8,5,7,0,8,7,0,8,4,4,4,3,8,8,5,8,7,5,9,8,0,8,0,7,7,7,4,0,3,5,5,7,8,7,0
524,7,9,6,0,6,0,6,7,7,6,0,0,0,0,7,6,0,7,0,9,0,9,0,0,0,0,0,7,0,7,0,4,7,7,8,0,0,0,0,8,8,0,0,7,0,0,7,0,8,0,0,0,0,8,8,8,8,7,8,7,7,0,7,9,6,7,0,7,0,0,7,6,7,0,0,8,8,0,7,8,8,8,0,0,7,0,9,9,6,7,7,0,0,0,8,0,7,0
525,7,9,5,7,7,9,9,7,9,4,5,7,0,0,7,9,6,9,7,0,0,9,7,6,8,8,0,7,9,7,0,7,8,8,7,6,6,0,0,7,9,0,7,7,9,8,7,0,6,7,7,7,0,7,9,9,7,0,7,7,9,0,9,9,7,5,0,6,6,9,8,8,9,9,7,9,9,7,7,8,9,9,7,0,9,9,9,9,7,4,0,8,5,5,7,6,7,7
526,7,9,6,5,5,5,7,9,5,7,7,5,5,5,6,7,5,6,5,5,5,9,7,5,5,5,5,7,5,5,5,4,4,5,9,7,7,5,6,9,7,6,5,9,5,5,6,5,6,5,5,5,5,9,9,8,5,5,8,9,8,5,9,9,4,5,5,6,6,5,9,4,9,6,4,9,9,5,5,5,7,9,7,5,7,5,9,9,6,5,5,5,5,5,9,6,5,5
527,8,5,7,6,0,0,5,8,6,5,5,5,0,0,6,6,0,7,5,0,5,8,2,0,0,2,2,5,0,0,0,5,5,5,7,7,0,0,0,8,6,0,6,5,0,5,4,5,7,6,6,6,0,8,7,7,0,0,6,7,7,0,8,7,5,6,0,6,5,0,8,5,4,4,0,8,7,6,0,7,7,8,6,0,6,7,5,7,0,7,0,6,0,8,5,7,0,0
528,7,7,0,0,0,0,0,9,4,4,4,6,0,0,8,2,4,9,6,0,0,9,4,0,0,7,0,4,6,7,0,4,4,4,8,6,6,0,4,8,6,0,0,6,0,0,0,0,8,4,0,0,0,7,8,9,6,4,6,7,8,0,7,9,6,4,6,7,7,4,7,0,9,6,0,9,9,0,0,9,7,8,0,0,9,0,9,8,8,7,0,9,6,0,7,6,4,0
529,8,6,5,5,5,5,5,9,9,9,8,8,5,5,6,9,5,7,6,5,5,9,7,6,9,9,5,6,5,5,5,6,6,7,8,8,5,6,7,7,6,5,5,6,5,5,8,5,7,7,7,5,5,7,8,8,5,0,6,9,9,0,6,9,9,8,0,0,7,4,7,4,6,6,5,7,8,6,6,7,7,5,5,0,5,0,9,8,0,6,0,7,7,8,7,0,7,7
530,8,8,6,8,9,0,6,9,7,7,7,0,0,0,9,7,7,5,0,0,0,7,7,0,8,0,0,8,7,8,0,6,6,6,6,0,0,0,0,7,5,0,0,5,0,0,0,0,8,0,0,6,0,8,8,7,7,7,7,5,6,0,7,7,6,7,0,9,0,0,7,9,8,8,7,8,8,7,0,9,8,7,7,0,7,0,8,8,7,0,0,7,7,0,6,7,7,0
531,7,9,5,7,5,0,6,9,3,5,6,7,7,0,7,7,5,7,8,0,9,9,7,5,0,6,0,9,7,8,0,3,5,5,9,9,7,0,3,7,9,5,6,5,4,0,5,0,7,6,8,6,7,6,8,7,0,0,9,7,8,0,7,8,9,6,0,7,0,8,7,5,9,3,8,6,7,4,0,8,9,5,7,0,9,6,8,9,6,3,0,5,6,8,7,5,6,0
532,6,9,7,7,5,7,7,7,7,8,7,8,7,5,6,6,6,7,5,5,5,6,5,5,6,5,4,9,5,5,5,7,7,7,9,7,7,6,5,6,6,6,5,9,9,5,5,5,9,9,7,0,0,7,9,9,0,0,9,7,7,0,9,6,0,7,0,6,7,6,9,0,9,0,0,7,6,0,0,7,7,9,7,0,7,0,9,9,9,0,0,0,7,0,9,0,9,0
533,9,9,8,7,9,9,8,9,9,9,8,8,0,0,9,9,7,9,9,0,9,9,0,0,0,9,0,9,0,0,9,9,6,0,9,9,0,0,8,9,0,0,0,9,0,0,0,0,9,0,0,0,0,7,7,7,6,0,8,8,8,0,9,9,0,8,0,0,0,8,9,7,9,7,0,9,9,7,0,0,9,9,7,0,7,0,9,9,9,0,0,0,0,0,9,0,0,0
534,3,9,7,4,7,7,8,9,9,6,3,8,0,0,9,9,8,9,7,0,0,9,8,7,0,9,0,5,0,0,0,5,6,7,9,8,8,0,0,9,6,0,0,8,9,9,9,0,9,0,8,7,9,9,9,9,0,1,9,9,8,0,9,9,8,8,0,7,3,4,9,7,9,9,4,7,3,3,3,3,9,9,8,0,7,0,9,9,9,0,0,8,0,0,9,4,9,0
535,7,8,6,5,5,5,6,9,6,7,6,5,5,0,7,7,5,7,5,0,0,5,5,0,0,5,0,5,5,5,0,4,5,5,7,4,0,0,0,6,6,0,0,5,0,0,0,0,7,5,5,5,6,7,7,6,5,0,7,5,5,0,7,9,7,0,0,7,7,6,6,0,7,7,5,7,7,5,6,5,9,7,5,0,5,0,8,7,6,5,0,7,6,5,7,5,8,0
536,8,9,8,8,0,0,8,8,7,7,7,7,0,0,9,8,0,7,3,0,0,8,8,7,0,8,0,5,7,6,0,3,4,4,9,7,0,0,0,5,6,0,0,6,6,0,8,6,3,0,0,0,0,5,7,7,8,0,8,6,4,0,8,6,6,6,6,1,7,0,8,7,8,8,0,8,8,6,0,7,7,9,9,0,8,0,8,8,7,5,0,7,8,0,7,0,6,0
537,7,9,7,9,0,6,7,9,6,4,2,4,0,0,7,7,0,3,3,3,6,9,9,0,9,9,3,9,7,3,3,9,8,8,1,1,1,1,1,9,0,0,9,5,3,3,3,3,9,9,9,9,9,9,9,9,9,5,9,9,9,7,3,9,9,1,8,7,3,3,7,7,7,7,9,7,7,4,4,9,7,9,0,0,0,0,9,7,7,0,7,7,7,9,9,9,0,0
538,9,9,9,7,7,7,9,9,0,9,0,0,0,0,7,9,9,7,9,0,0,9,9,0,0,0,0,9,9,9,0,9,9,9,9,9,0,0,0,9,9,9,0,9,0,0,9,0,9,9,9,0,0,9,9,9,0,0,9,9,9,0,9,9,9,9,0,9,9,0,9,7,9,9,0,9,9,8,8,0,9,9,9,0,9,0,9,9,9,9,9,0,0,0,8,0,0,0
539,7,5,0,0,6,6,5,8,8,8,4,4,0,0,6,6,7,6,0,0,0,9,0,0,0,8,0,7,8,8,0,9,9,9,6,7,0,0,0,6,0,0,0,6,0,0,0,0,5,0,0,0,0,9,9,7,9,0,8,6,7,0,6,5,0,0,0,0,0,0,6,7,6,0,7,7,7,0,6,6,7,9,0,0,7,0,8,8,0,0,0,0,7,0,6,7,6,0
540,7,8,8,7,8,0,0,9,9,7,0,7,0,0,9,9,7,7,7,5,4,7,7,0,9,0,0,7,7,9,7,6,6,7,8,9,0,0,0,7,7,8,0,7,4,0,7,0,7,0,9,6,0,6,7,7,7,0,8,6,7,0,7,7,0,7,0,8,0,0,7,0,5,5,7,9,9,8,4,7,7,7,7,7,0,0,8,8,8,0,7,7,8,8,9,0,7,0
541,7,6,4,4,3,4,7,9,6,8,3,2,0,0,8,7,0,6,0,0,0,9,0,0,3,6,0,6,3,0,5,7,7,5,9,3,0,0,3,9,7,0,0,7,0,0,0,0,5,3,3,0,0,7,7,6,4,0,7,6,6,0,8,9,3,5,0,0,7,0,7,0,7,4,6,8,9,9,9,4,5,7,7,0,4,0,7,7,7,7,0,6,0,0,7,7,7,0
542,7,7,5,5,5,5,5,9,6,6,6,6,6,6,7,9,6,5,6,6,5,8,5,5,8,9,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,7,5,5,5,5,5,5,6,5,5,8,8,7,7,7,7,7,7,5,5,8,9,5,5,7,6,5,8,5,5,3,3,3,4,5,5,7,7,6,5,5,5,7,7,6,5
543,8,7,6,0,0,6,6,8,7,8,8,8,7,0,7,8,6,7,6,6,6,8,6,0,6,8,6,8,7,6,0,6,7,7,7,7,6,6,0,7,8,6,6,7,7,6,7,0,8,0,0,0,8,7,8,8,7,0,9,7,7,6,8,9,7,8,0,0,6,7,8,8,9,7,0,9,8,7,8,8,9,9,7,0,7,8,9,9,8,7,7,8,8,9,9,8,9,7
544,8,7,7,0,7,7,8,9,7,7,7,7,0,0,6,9,0,7,7,0,0,9,5,0,7,9,0,7,9,9,5,5,5,5,7,5,0,0,0,9,7,0,0,7,0,0,0,0,9,9,9,0,0,7,7,7,9,0,7,6,7,0,7,9,9,8,0,6,8,0,7,0,9,4,0,9,9,0,0,6,9,9,0,0,7,0,7,9,6,3,0,6,5,0,7,0,0,0
545,7,9,7,7,7,6,7,9,8,8,7,8,6,5,6,6,5,7,8,6,6,9,9,6,7,7,8,7,8,7,7,7,8,7,7,7,6,7,7,8,7,7,7,7,7,7,9,6,7,7,7,6,6,7,9,9,7,7,7,7,7,6,7,9,7,8,7,8,7,7,8,7,8,8,8,7,7,7,7,7,7,7,7,8,7,6,8,7,9,8,8,7,7,7,8,7,9,7
546,9,6,6,5,5,8,8,9,7,9,7,3,5,0,9,9,9,6,0,0,0,3,4,4,4,4,0,9,9,8,7,9,5,4,5,3,4,4,4,7,9,0,6,6,5,8,0,0,8,6,7,8,9,6,6,7,6,7,9,3,5,0,7,7,6,3,0,8,4,7,9,8,8,8,9,7,9,6,0,6,3,7,7,0,7,0,4,3,9,4,0,5,9,0,3,7,3,0
547,7,8,6,6,6,0,7,9,7,8,5,9,5,0,6,8,0,9,6,0,0,9,8,0,8,4,0,7,0,0,0,8,7,7,9,9,0,0,0,9,8,0,0,9,0,0,9,0,8,0,0,0,0,9,9,7,9,0,7,9,9,0,8,5,5,5,0,0,0,0,9,7,9,9,7,8,8,7,0,7,9,9,8,0,8,0,9,9,9,8,0,8,8,0,9,0,9,9
548,7,8,7,0,7,5,7,8,0,3,3,0,0,0,6,8,0,8,7,0,0,8,7,0,8,8,0,7,6,0,0,5,0,0,6,6,0,0,0,7,0,0,0,6,0,0,0,0,6,0,0,0,0,8,8,8,8,0,7,8,8,0,8,8,7,7,0,6,7,7,8,7,7,7,5,8,8,0,7,4,9,8,7,0,0,0,7,8,8,3,0,0,6,0,8,0,7,0
549,6,7,9,5,4,0,5,7,3,9,4,0,0,0,9,9,5,9,9,0,0,9,0,0,6,7,0,7,9,7,0,0,9,9,9,9,0,0,0,9,1,9,9,9,9,9,9,9,9,5,9,9,0,9,9,9,0,0,9,0,9,0,7,9,9,9,0,9,9,9,9,0,9,9,9,6,9,7,5,9,3,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9
550,7,8,7,0,0,0,3,8,7,0,0,0,0,0,8,8,0,7,7,0,0,8,7,0,0,6,0,8,7,0,0,7,8,7,7,7,0,0,8,7,7,0,0,7,0,0,7,0,5,0,0,0,5,7,7,7,7,0,7,7,7,0,8,8,7,6,0,0,0,0,8,0,8,7,0,8,8,0,8,7,6,8,6,0,7,7,8,8,4,7,0,0,6,0,8,7,4,0
551,7,9,7,5,5,5,5,9,9,9,9,9,9,5,9,9,7,7,7,7,9,9,7,8,6,8,7,9,7,8,5,8,9,9,9,9,9,9,9,7,7,7,7,7,6,6,7,7,8,8,7,7,8,5,8,6,6,8,8,7,6,5,5,5,5,5,8,3,4,3,3,3,3,9,5,5,3,5,5,7,7,7,5,5,5,5,7,7,7,5,7,7,7,5,7,5,7,5
552,9,9,9,5,7,0,9,9,9,9,9,7,7,0,9,9,9,9,5,0,0,9,9,7,9,9,0,9,9,0,0,9,9,9,9,9,0,0,0,9,7,0,9,7,0,0,9,0,9,8,7,9,0,5,9,9,9,9,9,9,9,0,9,9,7,9,5,7,7,0,9,0,7,9,7,8,8,8,7,9,6,7,6,0,9,0,7,8,9,9,0,0,9,9,9,7,8,0
553,9,9,5,0,5,0,5,9,5,7,0,5,0,0,7,7,0,9,0,0,0,7,0,0,0,0,0,9,0,0,7,9,0,0,9,0,0,0,7,7,0,0,0,7,0,0,7,0,7,0,0,0,0,7,9,7,0,0,7,7,7,0,9,9,0,7,0,0,0,0,9,0,7,7,0,9,9,7,7,0,7,9,7,0,7,0,9,9,7,0,0,0,7,0,9,0,7,0
554,8,9,7,7,9,0,7,9,9,9,8,9,0,0,9,9,8,9,7,0,0,9,8,0,9,9,0,7,8,8,0,9,9,9,9,9,0,0,0,9,8,0,0,9,0,0,9,0,9,9,9,0,0,7,9,9,0,0,7,9,7,0,7,9,7,7,0,0,0,0,7,7,7,0,0,7,9,9,7,9,9,9,9,0,9,0,9,9,9,7,0,7,7,0,9,7,9,0
555,8,8,7,7,7,8,8,9,8,6,7,8,7,0,7,7,7,8,3,0,3,7,4,0,8,3,0,7,7,0,0,7,7,8,7,7,7,0,7,7,8,0,7,7,7,0,0,0,7,7,7,0,6,7,7,8,8,0,7,8,8,0,7,8,8,7,0,7,4,8,7,7,8,3,7,7,8,3,7,3,7,7,7,0,7,0,7,7,7,3,0,7,4,4,7,7,7,0
556,9,9,9,8,7,9,6,4,7,6,0,0,0,0,9,9,8,9,0,0,0,9,0,0,9,9,0,9,0,9,7,9,9,9,9,0,0,0,7,9,9,0,0,9,7,0,5,0,9,9,9,0,0,9,9,7,0,0,9,7,7,7,9,9,7,0,0,0,0,7,9,0,9,6,0,7,9,9,9,9,7,9,9,0,9,0,9,9,9,0,0,0,7,0,9,0,9,0
557,8,8,4,4,6,8,6,7,7,7,5,5,0,0,7,5,5,7,7,0,0,9,8,0,6,0,0,8,7,6,0,5,5,5,7,5,0,0,0,7,7,0,0,7,0,6,7,0,8,0,0,0,0,6,7,7,7,0,7,7,6,0,7,7,7,7,7,7,7,7,7,7,7,8,5,7,7,7,7,7,7,8,8,6,9,7,7,7,7,7,0,7,6,6,8,6,6,0
558,8,7,6,8,7,0,7,5,5,6,5,6,0,0,7,8,6,9,4,9,8,9,0,0,0,6,0,8,8,0,0,7,7,7,8,7,9,0,8,8,7,8,0,8,0,0,0,0,8,0,7,0,0,7,8,8,0,0,8,6,6,0,8,9,6,6,0,0,0,6,8,0,7,7,7,7,8,7,0,8,7,7,7,0,7,0,9,9,8,0,0,7,8,8,7,8,7,0
559,7,5,6,7,5,8,8,8,8,7,6,9,0,9,7,8,0,7,8,0,7,9,0,0,9,7,0,8,0,0,0,7,7,7,8,7,0,0,7,7,9,7,0,7,0,7,8,0,7,0,8,7,0,7,9,9,8,0,8,7,6,0,7,9,9,9,0,0,0,0,7,0,8,8,0,7,7,0,0,7,9,7,8,9,7,8,7,9,9,5,7,8,7,0,6,5,5,5
560,9,7,5,5,5,0,5,8,9,9,6,5,0,0,9,9,8,6,5,0,0,9,5,0,0,9,0,5,8,0,0,5,0,5,7,6,6,0,7,7,7,0,5,5,5,5,0,0,5,0,0,0,0,4,3,4,0,0,5,6,7,0,7,7,4,5,0,6,5,9,7,0,7,6,7,7,8,0,7,9,7,6,5,0,5,7,7,7,7,0,0,0,5,0,7,8,8,0
561,9,9,5,7,4,6,8,9,7,8,6,8,0,0,8,7,0,9,6,7,5,9,7,0,8,0,0,7,0,0,0,7,7,8,8,6,0,0,8,9,9,0,7,9,6,8,8,0,4,4,4,3,4,8,9,9,7,9,8,9,9,0,7,9,9,9,0,8,9,0,8,7,8,3,9,9,9,7,6,8,9,9,7,0,9,9,9,9,9,5,7,7,6,7,9,8,9,0
562,9,9,7,8,8,0,7,7,7,8,0,0,0,0,9,9,9,7,7,0,0,7,8,0,0,8,0,7,0,0,0,7,7,7,8,0,0,0,0,7,9,0,0,7,0,0,7,0,8,8,8,9,0,7,7,8,0,0,7,7,7,0,9,9,8,0,0,0,0,6,8,7,9,9,8,9,9,0,6,7,9,9,0,0,8,0,7,7,7,0,0,0,9,0,7,8,0,0
563,7,9,9,9,9,9,9,9,7,9,7,6,0,0,7,6,5,7,9,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,8,0,0,0,0,7,0,0,0,7,0,0,0,0,7,0,0,0,0,7,9,9,9,0,6,7,7,0,8,9,6,6,0,0,0,0,8,0,9,9,0,7,7,0,0,0,9,7,7,0,7,0,9,9,9,0,0,7,9,0,8,0,0,0
564,7,7,7,0,8,0,7,8,7,9,7,8,0,0,7,9,0,8,7,0,0,9,7,0,0,0,0,7,0,0,0,6,6,7,8,0,8,0,7,9,9,0,0,8,0,0,8,0,9,9,9,8,0,6,9,9,0,0,6,9,6,0,4,9,0,7,0,0,8,6,3,0,7,7,0,9,9,7,0,9,9,8,0,0,8,0,9,9,7,0,0,8,6,8,9,6,7,0
565,7,9,3,5,5,6,7,8,8,4,3,4,7,0,4,7,5,7,7,7,7,7,7,7,7,7,8,5,0,0,4,6,7,7,4,7,7,5,4,7,0,7,0,7,7,0,6,0,7,8,4,6,7,7,8,7,7,7,9,7,8,0,7,7,3,7,7,7,7,9,7,8,8,8,3,7,8,8,8,8,9,7,8,8,8,7,7,6,7,5,8,0,7,3,6,0,0,0
566,7,6,6,6,6,6,6,9,6,6,6,6,0,0,7,7,6,7,7,0,0,9,7,0,0,7,0,6,6,0,6,5,5,6,7,7,7,0,6,7,7,7,7,6,6,7,6,6,6,6,6,6,6,7,7,7,6,0,6,7,7,0,7,7,6,6,0,6,6,6,7,6,7,7,6,7,7,6,0,6,6,7,7,0,7,0,7,7,6,6,0,6,6,6,7,6,6,0
567,7,8,0,0,0,0,0,7,5,5,5,0,0,0,5,5,6,7,0,0,0,7,5,0,0,0,0,7,0,3,0,5,0,0,9,8,0,0,0,7,8,0,0,7,0,0,0,0,7,0,0,0,0,5,7,5,0,0,7,6,7,0,5,7,7,0,0,0,0,4,6,0,5,5,7,5,5,0,6,7,5,7,7,0,7,7,7,7,6,0,0,0,0,0,7,0,0,0
568,6,7,7,6,8,0,7,8,8,7,4,0,0,0,7,9,0,7,6,0,0,9,8,0,0,8,0,6,7,7,0,7,7,7,8,9,7,0,0,7,8,0,8,8,0,8,9,0,7,8,0,8,0,6,9,9,8,0,7,8,9,0,7,9,9,9,0,8,8,0,7,6,7,7,7,6,7,0,5,7,7,7,8,0,8,0,7,7,7,5,0,8,6,5,7,8,9,0
