0
74
16
23
51
85
91
9
24
31
34
98
48
89
86
43
17
39
67
30
83
50
78
25
13
68
3
14
57
58
5
52
11
69
66
79
4
42
84
90
59
7
12
53
92
19
47
36
33
10
65
