0
11
52
65
7
5
26
83
33
84
27
59
47
19
13
45
67
36
56
66
25
92
14
96
38
89
53
21
91
72
69
85
98
94
74
57
30
46
43
51
48
81
31
75
24
4
80
42
37
29
50
